"resolution","score","stat","analysis","genotype_form","correlation","p_value"
20,"CV_t","min","global","combined",-0.305696202531646,0.001
20,"CV_t","max","global","combined",-0.0455696202531646,0.586
20,"CV_t","mean","global","combined",-0.187341772151899,0.014
20,"CV_t","median","global","combined",-0.187341772151899,0.012
20,"CV_t","slope","global","combined",-0.486708860759494,0.001
20,"CV_t","range","global","combined",0.838607594936709,0.001
20,"CV_t","variance","global","combined",0.838607594936709,0.001
20,"CV_t","mean_lower","global","combined",-0.108227848101266,0.159
20,"CV_t","mean_upper","global","combined",-0.237341772151899,0.001
20,"RN","min","global","combined",0.174683544303797,0.019
20,"RN","max","global","combined",0.0183544303797468,0.812
20,"RN","mean","global","combined",0.104430379746835,0.173
20,"RN","median","global","combined",0.104430379746835,0.172
20,"RN","slope","global","combined",1,0.001
20,"RN","range","global","combined",-0.560759493670886,0.001
20,"RN","variance","global","combined",-0.560759493670886,0.001
20,"RN","mean_lower","global","combined",-0.079746835443038,0.345
20,"RN","mean_upper","global","combined",0.256962025316456,0.002
20,"RNN","min","global","combined",NA,NA
20,"RNN","max","global","combined",NA,NA
20,"RNN","mean","global","combined",NA,NA
20,"RNN","median","global","combined",NA,NA
20,"RNN","slope","global","combined",NA,NA
20,"RNN","range","global","combined",NA,NA
20,"RNN","variance","global","combined",NA,NA
20,"RNN","mean_lower","global","combined",NA,NA
20,"RNN","mean_upper","global","combined",NA,NA
20,"D_slope","min","global","combined",-0.144303797468354,0.06
20,"D_slope","max","global","combined",0.115822784810127,0.119
20,"D_slope","mean","global","combined",-0.0259493670886076,0.73
20,"D_slope","median","global","combined",-0.0259493670886076,0.736
20,"D_slope","slope","global","combined",-0.560759493670886,0.001
20,"D_slope","range","global","combined",1,0.001
20,"D_slope","variance","global","combined",1,0.001
20,"D_slope","mean_lower","global","combined",0.0455696202531646,0.556
20,"D_slope","mean_upper","global","combined",-0.0784810126582278,0.301
20,"RC","min","global","combined",-0.305696202531646,0.001
20,"RC","max","global","combined",-0.0455696202531646,0.541
20,"RC","mean","global","combined",-0.187341772151899,0.018
20,"RC","median","global","combined",-0.187341772151899,0.014
20,"RC","slope","global","combined",-0.486708860759494,0.001
20,"RC","range","global","combined",0.838607594936709,0.001
20,"RC","variance","global","combined",0.838607594936709,0.001
20,"RC","mean_lower","global","combined",-0.108227848101266,0.17
20,"RC","mean_upper","global","combined",-0.237341772151899,0.002
20,"gPi","min","global","combined",-0.305696202531646,0.001
20,"gPi","max","global","combined",-0.0455696202531646,0.552
20,"gPi","mean","global","combined",-0.187341772151899,0.013
20,"gPi","median","global","combined",-0.187341772151899,0.019
20,"gPi","slope","global","combined",-0.486708860759494,0.001
20,"gPi","range","global","combined",0.838607594936709,0.001
20,"gPi","variance","global","combined",0.838607594936709,0.001
20,"gPi","mean_lower","global","combined",-0.108227848101266,0.165
20,"gPi","mean_upper","global","combined",-0.237341772151899,0.005
20,"PPF","min","global","combined",-0.286708860759494,0.001
20,"PPF","max","global","combined",-0.0278481012658228,0.731
20,"PPF","mean","global","combined",-0.169620253164557,0.025
20,"PPF","median","global","combined",-0.169620253164557,0.024
20,"PPF","slope","global","combined",-0.462658227848101,0.001
20,"PPF","range","global","combined",0.85,0.001
20,"PPF","variance","global","combined",0.85,0.001
20,"PPF","mean_lower","global","combined",-0.104430379746835,0.163
20,"PPF","mean_upper","global","combined",-0.217088607594937,0.003
20,"PPi","min","global","combined",-0.305696202531646,0.001
20,"PPi","max","global","combined",-0.0455696202531646,0.558
20,"PPi","mean","global","combined",-0.187341772151899,0.012
20,"PPi","median","global","combined",-0.187341772151899,0.018
20,"PPi","slope","global","combined",-0.486708860759494,0.001
20,"PPi","range","global","combined",0.838607594936709,0.001
20,"PPi","variance","global","combined",0.838607594936709,0.001
20,"PPi","mean_lower","global","combined",-0.108227848101266,0.138
20,"PPi","mean_upper","global","combined",-0.237341772151899,0.001
20,"PImd","min","global","combined",-0.305696202531646,0.001
20,"PImd","max","global","combined",-0.0455696202531646,0.541
20,"PImd","mean","global","combined",-0.187341772151899,0.014
20,"PImd","median","global","combined",-0.187341772151899,0.012
20,"PImd","slope","global","combined",-0.486708860759494,0.001
20,"PImd","range","global","combined",0.838607594936709,0.001
20,"PImd","variance","global","combined",0.838607594936709,0.001
20,"PImd","mean_lower","global","combined",-0.108227848101266,0.151
20,"PImd","mean_upper","global","combined",-0.237341772151899,0.002
20,"PILSM","min","global","combined",-0.305696202531646,0.001
20,"PILSM","max","global","combined",-0.0455696202531646,0.524
20,"PILSM","mean","global","combined",-0.187341772151899,0.016
20,"PILSM","median","global","combined",-0.187341772151899,0.017
20,"PILSM","slope","global","combined",-0.486708860759494,0.001
20,"PILSM","range","global","combined",0.838607594936709,0.001
20,"PILSM","variance","global","combined",0.838607594936709,0.001
20,"PILSM","mean_lower","global","combined",-0.108227848101266,0.153
20,"PILSM","mean_upper","global","combined",-0.237341772151899,0.002
20,"RTR","min","global","combined",0.272151898734177,0.001
20,"RTR","max","global","combined",0.115822784810127,0.105
20,"RTR","mean","global","combined",0.201898734177215,0.007
20,"RTR","median","global","combined",0.201898734177215,0.007
20,"RTR","slope","global","combined",0.888607594936709,0.001
20,"RTR","range","global","combined",-0.463291139240506,0.001
20,"RTR","variance","global","combined",-0.463291139240506,0.001
20,"RTR","mean_lower","global","combined",0.0177215189873418,0.814
20,"RTR","mean_upper","global","combined",0.354430379746835,0.001
20,"PIR","min","global","combined",-0.307594936708861,0.001
20,"PIR","max","global","combined",-0.0512658227848101,0.502
20,"PIR","mean","global","combined",-0.193037974683544,0.006
20,"PIR","median","global","combined",-0.193037974683544,0.015
20,"PIR","slope","global","combined",-0.512658227848101,0.001
20,"PIR","range","global","combined",0.822784810126582,0.001
20,"PIR","variance","global","combined",0.822784810126582,0.001
20,"PIR","mean_lower","global","combined",-0.0936708860759494,0.229
20,"PIR","mean_upper","global","combined",-0.255696202531646,0.001
20,"RDPI","min","global","combined",-0.305696202531646,0.001
20,"RDPI","max","global","combined",-0.0455696202531646,0.522
20,"RDPI","mean","global","combined",-0.187341772151899,0.016
20,"RDPI","median","global","combined",-0.187341772151899,0.019
20,"RDPI","slope","global","combined",-0.486708860759494,0.001
20,"RDPI","range","global","combined",0.838607594936709,0.001
20,"RDPI","variance","global","combined",0.838607594936709,0.001
20,"RDPI","mean_lower","global","combined",-0.108227848101266,0.148
20,"RDPI","mean_upper","global","combined",-0.237341772151899,0.001
20,"ESPI","min","global","combined",-0.144303797468354,0.077
20,"ESPI","max","global","combined",0.115822784810127,0.13
20,"ESPI","mean","global","combined",-0.0259493670886076,0.757
20,"ESPI","median","global","combined",-0.0259493670886076,0.726
20,"ESPI","slope","global","combined",-0.560759493670886,0.001
20,"ESPI","range","global","combined",1,0.001
20,"ESPI","variance","global","combined",1,0.001
20,"ESPI","mean_lower","global","combined",0.0455696202531646,0.533
20,"ESPI","mean_upper","global","combined",-0.0784810126582278,0.309
20,"ESPIID","min","global","combined",-0.144303797468354,0.072
20,"ESPIID","max","global","combined",0.115822784810127,0.125
20,"ESPIID","mean","global","combined",-0.0259493670886076,0.758
20,"ESPIID","median","global","combined",-0.0259493670886076,0.738
20,"ESPIID","slope","global","combined",-0.560759493670886,0.001
20,"ESPIID","range","global","combined",1,0.001
20,"ESPIID","variance","global","combined",1,0.001
20,"ESPIID","mean_lower","global","combined",0.0455696202531646,0.568
20,"ESPIID","mean_upper","global","combined",-0.0784810126582278,0.307
20,"PSI","min","global","combined",0.144303797468354,0.056
20,"PSI","max","global","combined",-0.115822784810127,0.131
20,"PSI","mean","global","combined",0.0259493670886076,0.727
20,"PSI","median","global","combined",0.0259493670886076,0.718
20,"PSI","slope","global","combined",0.560759493670886,0.001
20,"PSI","range","global","combined",-1,0.001
20,"PSI","variance","global","combined",-1,0.001
20,"PSI","mean_lower","global","combined",-0.0455696202531646,0.54
20,"PSI","mean_upper","global","combined",0.0784810126582278,0.315
20,"RPI","min","global","combined",-0.305696202531646,0.001
20,"RPI","max","global","combined",-0.0455696202531646,0.553
20,"RPI","mean","global","combined",-0.187341772151899,0.013
20,"RPI","median","global","combined",-0.187341772151899,0.016
20,"RPI","slope","global","combined",-0.486708860759494,0.001
20,"RPI","range","global","combined",0.838607594936709,0.001
20,"RPI","variance","global","combined",0.838607594936709,0.001
20,"RPI","mean_lower","global","combined",-0.108227848101266,0.157
20,"RPI","mean_upper","global","combined",-0.237341772151899,0.001
20,"PQ","min","global","combined",-0.144303797468354,0.065
20,"PQ","max","global","combined",0.115822784810127,0.146
20,"PQ","mean","global","combined",-0.0259493670886076,0.73
20,"PQ","median","global","combined",-0.0259493670886076,0.751
20,"PQ","slope","global","combined",-0.560759493670886,0.001
20,"PQ","range","global","combined",1,0.001
20,"PQ","variance","global","combined",1,0.001
20,"PQ","mean_lower","global","combined",0.0455696202531646,0.565
20,"PQ","mean_upper","global","combined",-0.0784810126582278,0.284
20,"PR","min","global","combined",-0.144303797468354,0.066
20,"PR","max","global","combined",0.115822784810127,0.137
20,"PR","mean","global","combined",-0.0259493670886076,0.755
20,"PR","median","global","combined",-0.0259493670886076,0.737
20,"PR","slope","global","combined",-0.560759493670886,0.001
20,"PR","range","global","combined",1,0.001
20,"PR","variance","global","combined",1,0.001
20,"PR","mean_lower","global","combined",0.0455696202531646,0.558
20,"PR","mean_upper","global","combined",-0.0784810126582278,0.293
20,"NRW","min","global","combined",-0.144303797468354,0.066
20,"NRW","max","global","combined",0.115822784810127,0.145
20,"NRW","mean","global","combined",-0.0259493670886076,0.729
20,"NRW","median","global","combined",-0.0259493670886076,0.748
20,"NRW","slope","global","combined",-0.560759493670886,0.001
20,"NRW","range","global","combined",1,0.001
20,"NRW","variance","global","combined",1,0.001
20,"NRW","mean_lower","global","combined",0.0455696202531646,0.566
20,"NRW","mean_upper","global","combined",-0.0784810126582278,0.298
20,"ESP","min","global","combined",-0.305696202531646,0.001
20,"ESP","max","global","combined",-0.0455696202531646,0.537
20,"ESP","mean","global","combined",-0.187341772151899,0.017
20,"ESP","median","global","combined",-0.187341772151899,0.017
20,"ESP","slope","global","combined",-0.486708860759494,0.001
20,"ESP","range","global","combined",0.838607594936709,0.001
20,"ESP","variance","global","combined",0.838607594936709,0.001
20,"ESP","mean_lower","global","combined",-0.108227848101266,0.151
