"resolution","score","stat","analysis","genotype_form","correlation","p_value","indices"
10,"CV_t","min","global","combined",-0.374050632911392,0.001,1
10,"CV_t","min","global","combined",-0.374050632911392,0.001,11
10,"CV_t","min","global","combined",-0.374050632911392,0.001,21
10,"CV_t","min","global","combined",-0.374050632911392,0.001,25
10,"CV_t","max","global","combined",-0.19746835443038,0.007,1
10,"CV_t","max","global","combined",-0.19746835443038,0.007,11
10,"CV_t","max","global","combined",-0.19746835443038,0.007,21
10,"CV_t","max","global","combined",-0.19746835443038,0.007,25
10,"CV_t","mean","global","combined",-0.281645569620253,0.001,1
10,"CV_t","mean","global","combined",-0.281645569620253,0.001,11
10,"CV_t","mean","global","combined",-0.281645569620253,0.001,21
10,"CV_t","mean","global","combined",-0.281645569620253,0.001,25
10,"CV_t","median","global","combined",-0.278481012658228,0.001,1
10,"CV_t","median","global","combined",-0.278481012658228,0.001,11
10,"CV_t","median","global","combined",-0.278481012658228,0.001,21
10,"CV_t","median","global","combined",-0.278481012658228,0.001,25
10,"CV_t","slope","global","combined",0.257594936708861,0.003,1
10,"CV_t","slope","global","combined",0.257594936708861,0.003,11
10,"CV_t","slope","global","combined",0.257594936708861,0.003,21
10,"CV_t","slope","global","combined",0.257594936708861,0.003,25
10,"CV_t","range","global","combined",0.708860759493671,0.001,1
10,"CV_t","range","global","combined",0.708860759493671,0.001,11
10,"CV_t","range","global","combined",0.708860759493671,0.001,21
10,"CV_t","range","global","combined",0.708860759493671,0.001,25
10,"CV_t","variance","global","combined",0.709493670886076,0.001,1
10,"CV_t","variance","global","combined",0.709493670886076,0.001,11
10,"CV_t","variance","global","combined",0.709493670886076,0.001,21
10,"CV_t","variance","global","combined",0.709493670886076,0.001,25
10,"CV_t","mean_lower","global","combined",-0.324683544303797,0.001,1
10,"CV_t","mean_lower","global","combined",-0.324683544303797,0.001,11
10,"CV_t","mean_lower","global","combined",-0.324683544303797,0.001,21
10,"CV_t","mean_lower","global","combined",-0.324683544303797,0.001,25
10,"CV_t","mean_upper","global","combined",-0.25253164556962,0.003,1
10,"CV_t","mean_upper","global","combined",-0.25253164556962,0.003,11
10,"CV_t","mean_upper","global","combined",-0.25253164556962,0.003,21
10,"CV_t","mean_upper","global","combined",-0.25253164556962,0.003,25
10,"RN","min","global","combined",-0.020253164556962,0.793,1
10,"RN","min","global","combined",-0.020253164556962,0.793,11
10,"RN","min","global","combined",-0.020253164556962,0.793,21
10,"RN","min","global","combined",-0.020253164556962,0.793,25
10,"RN","max","global","combined",0.0778481012658228,0.332,1
10,"RN","max","global","combined",0.0778481012658228,0.332,11
10,"RN","max","global","combined",0.0778481012658228,0.332,21
10,"RN","max","global","combined",0.0778481012658228,0.332,25
10,"RN","mean","global","combined",0.0481012658227848,0.538,1
10,"RN","mean","global","combined",0.0481012658227848,0.538,11
10,"RN","mean","global","combined",0.0481012658227848,0.538,21
10,"RN","mean","global","combined",0.0481012658227848,0.538,25
10,"RN","median","global","combined",0.0677215189873418,0.37,1
10,"RN","median","global","combined",0.0677215189873418,0.37,11
10,"RN","median","global","combined",0.0677215189873418,0.37,21
10,"RN","median","global","combined",0.0677215189873418,0.37,25
10,"RN","slope","global","combined",1,0.001,1
10,"RN","slope","global","combined",1,0.001,11
10,"RN","slope","global","combined",1,0.001,21
10,"RN","slope","global","combined",1,0.001,25
10,"RN","range","global","combined",0.34873417721519,0.001,1
10,"RN","range","global","combined",0.34873417721519,0.001,11
10,"RN","range","global","combined",0.34873417721519,0.001,21
10,"RN","range","global","combined",0.34873417721519,0.001,25
10,"RN","variance","global","combined",0.365822784810127,0.001,1
10,"RN","variance","global","combined",0.365822784810127,0.001,11
10,"RN","variance","global","combined",0.365822784810127,0.001,21
10,"RN","variance","global","combined",0.365822784810127,0.001,25
10,"RN","mean_lower","global","combined",-0.0316455696202532,0.673,1
10,"RN","mean_lower","global","combined",-0.0316455696202532,0.673,11
10,"RN","mean_lower","global","combined",-0.0316455696202532,0.673,21
10,"RN","mean_lower","global","combined",-0.0316455696202532,0.673,25
10,"RN","mean_upper","global","combined",0.124050632911392,0.109,1
10,"RN","mean_upper","global","combined",0.124050632911392,0.109,11
10,"RN","mean_upper","global","combined",0.124050632911392,0.109,21
10,"RN","mean_upper","global","combined",0.124050632911392,0.109,25
10,"RNN","min","global","combined",0.115189873417722,0.13,1
10,"RNN","min","global","combined",0.115189873417722,0.13,11
10,"RNN","min","global","combined",0.115189873417722,0.13,21
10,"RNN","min","global","combined",0.115189873417722,0.13,25
10,"RNN","max","global","combined",0.123417721518987,0.113,1
10,"RNN","max","global","combined",0.123417721518987,0.113,11
10,"RNN","max","global","combined",0.123417721518987,0.113,21
10,"RNN","max","global","combined",0.123417721518987,0.113,25
10,"RNN","mean","global","combined",0.117721518987342,0.124,1
10,"RNN","mean","global","combined",0.117721518987342,0.124,11
10,"RNN","mean","global","combined",0.117721518987342,0.124,21
10,"RNN","mean","global","combined",0.117721518987342,0.124,25
10,"RNN","median","global","combined",0.113291139240506,0.125,1
10,"RNN","median","global","combined",0.113291139240506,0.125,11
10,"RNN","median","global","combined",0.113291139240506,0.125,21
10,"RNN","median","global","combined",0.113291139240506,0.125,25
10,"RNN","slope","global","combined",0.0430379746835443,0.573,1
10,"RNN","slope","global","combined",0.0430379746835443,0.573,11
10,"RNN","slope","global","combined",0.0430379746835443,0.573,21
10,"RNN","slope","global","combined",0.0430379746835443,0.573,25
10,"RNN","range","global","combined",0.133544303797468,0.092,1
10,"RNN","range","global","combined",0.133544303797468,0.092,11
10,"RNN","range","global","combined",0.133544303797468,0.092,21
10,"RNN","range","global","combined",0.133544303797468,0.092,25
10,"RNN","variance","global","combined",0.155696202531646,0.046,1
10,"RNN","variance","global","combined",0.155696202531646,0.046,11
10,"RNN","variance","global","combined",0.155696202531646,0.046,21
10,"RNN","variance","global","combined",0.155696202531646,0.046,25
10,"RNN","mean_lower","global","combined",0.112658227848101,0.131,1
10,"RNN","mean_lower","global","combined",0.112658227848101,0.131,11
10,"RNN","mean_lower","global","combined",0.112658227848101,0.131,21
10,"RNN","mean_lower","global","combined",0.112658227848101,0.131,25
10,"RNN","mean_upper","global","combined",0.108860759493671,0.144,1
10,"RNN","mean_upper","global","combined",0.108860759493671,0.144,11
10,"RNN","mean_upper","global","combined",0.108860759493671,0.144,21
10,"RNN","mean_upper","global","combined",0.108860759493671,0.144,25
10,"D_slope","min","global","combined",-0.0879746835443038,0.259,1
10,"D_slope","min","global","combined",-0.0879746835443038,0.259,11
10,"D_slope","min","global","combined",-0.0879746835443038,0.259,21
10,"D_slope","min","global","combined",-0.0879746835443038,0.259,25
10,"D_slope","max","global","combined",0.089873417721519,0.244,1
10,"D_slope","max","global","combined",0.089873417721519,0.244,11
10,"D_slope","max","global","combined",0.089873417721519,0.244,21
10,"D_slope","max","global","combined",0.089873417721519,0.244,25
10,"D_slope","mean","global","combined",0.00443037974683544,0.956,1
10,"D_slope","mean","global","combined",0.00443037974683544,0.956,11
10,"D_slope","mean","global","combined",0.00443037974683544,0.956,21
10,"D_slope","mean","global","combined",0.00443037974683544,0.956,25
10,"D_slope","median","global","combined",0.00759493670886076,0.922,1
10,"D_slope","median","global","combined",0.00759493670886076,0.922,11
10,"D_slope","median","global","combined",0.00759493670886076,0.922,21
10,"D_slope","median","global","combined",0.00759493670886076,0.922,25
10,"D_slope","slope","global","combined",0.34873417721519,0.001,1
10,"D_slope","slope","global","combined",0.34873417721519,0.001,11
10,"D_slope","slope","global","combined",0.34873417721519,0.001,21
10,"D_slope","slope","global","combined",0.34873417721519,0.001,25
10,"D_slope","range","global","combined",1,0.001,1
10,"D_slope","range","global","combined",1,0.001,11
10,"D_slope","range","global","combined",1,0.001,21
10,"D_slope","range","global","combined",1,0.001,25
10,"D_slope","variance","global","combined",0.962658227848101,0.001,1
10,"D_slope","variance","global","combined",0.962658227848101,0.001,11
10,"D_slope","variance","global","combined",0.962658227848101,0.001,21
10,"D_slope","variance","global","combined",0.962658227848101,0.001,25
10,"D_slope","mean_lower","global","combined",-0.0386075949367089,0.62,1
10,"D_slope","mean_lower","global","combined",-0.0386075949367089,0.62,11
10,"D_slope","mean_lower","global","combined",-0.0386075949367089,0.62,21
10,"D_slope","mean_lower","global","combined",-0.0386075949367089,0.62,25
10,"D_slope","mean_upper","global","combined",0.029746835443038,0.71,1
10,"D_slope","mean_upper","global","combined",0.029746835443038,0.71,11
10,"D_slope","mean_upper","global","combined",0.029746835443038,0.71,21
10,"D_slope","mean_upper","global","combined",0.029746835443038,0.71,25
10,"RC","min","global","combined",-0.368354430379747,0.001,1
10,"RC","min","global","combined",-0.368354430379747,0.001,11
10,"RC","min","global","combined",-0.368354430379747,0.001,21
10,"RC","min","global","combined",-0.368354430379747,0.001,25
10,"RC","max","global","combined",-0.191772151898734,0.014,1
10,"RC","max","global","combined",-0.191772151898734,0.014,11
10,"RC","max","global","combined",-0.191772151898734,0.014,21
10,"RC","max","global","combined",-0.191772151898734,0.014,25
10,"RC","mean","global","combined",-0.275949367088608,0.001,1
10,"RC","mean","global","combined",-0.275949367088608,0.001,11
10,"RC","mean","global","combined",-0.275949367088608,0.001,21
10,"RC","mean","global","combined",-0.275949367088608,0.001,25
10,"RC","median","global","combined",-0.271518987341772,0.001,1
10,"RC","median","global","combined",-0.271518987341772,0.001,11
10,"RC","median","global","combined",-0.271518987341772,0.001,21
10,"RC","median","global","combined",-0.271518987341772,0.001,25
10,"RC","slope","global","combined",0.263291139240506,0.001,1
10,"RC","slope","global","combined",0.263291139240506,0.001,11
10,"RC","slope","global","combined",0.263291139240506,0.001,21
10,"RC","slope","global","combined",0.263291139240506,0.001,25
10,"RC","range","global","combined",0.709493670886076,0.001,1
10,"RC","range","global","combined",0.709493670886076,0.001,11
10,"RC","range","global","combined",0.709493670886076,0.001,21
10,"RC","range","global","combined",0.709493670886076,0.001,25
10,"RC","variance","global","combined",0.713924050632911,0.001,1
10,"RC","variance","global","combined",0.713924050632911,0.001,11
10,"RC","variance","global","combined",0.713924050632911,0.001,21
10,"RC","variance","global","combined",0.713924050632911,0.001,25
10,"RC","mean_lower","global","combined",-0.320253164556962,0.001,1
10,"RC","mean_lower","global","combined",-0.320253164556962,0.001,11
10,"RC","mean_lower","global","combined",-0.320253164556962,0.001,21
10,"RC","mean_lower","global","combined",-0.320253164556962,0.001,25
10,"RC","mean_upper","global","combined",-0.244303797468354,0.001,1
10,"RC","mean_upper","global","combined",-0.244303797468354,0.001,11
10,"RC","mean_upper","global","combined",-0.244303797468354,0.001,21
10,"RC","mean_upper","global","combined",-0.244303797468354,0.001,25
10,"gPi","min","global","combined",-0.374050632911392,0.001,1
10,"gPi","min","global","combined",-0.374050632911392,0.001,11
10,"gPi","min","global","combined",-0.374050632911392,0.001,21
10,"gPi","min","global","combined",-0.374050632911392,0.001,25
10,"gPi","max","global","combined",-0.19746835443038,0.009,1
10,"gPi","max","global","combined",-0.19746835443038,0.009,11
10,"gPi","max","global","combined",-0.19746835443038,0.009,21
10,"gPi","max","global","combined",-0.19746835443038,0.009,25
10,"gPi","mean","global","combined",-0.281645569620253,0.002,1
10,"gPi","mean","global","combined",-0.281645569620253,0.002,11
10,"gPi","mean","global","combined",-0.281645569620253,0.002,21
10,"gPi","mean","global","combined",-0.281645569620253,0.002,25
10,"gPi","median","global","combined",-0.278481012658228,0.001,1
10,"gPi","median","global","combined",-0.278481012658228,0.001,11
10,"gPi","median","global","combined",-0.278481012658228,0.001,21
10,"gPi","median","global","combined",-0.278481012658228,0.001,25
10,"gPi","slope","global","combined",0.257594936708861,0.001,1
10,"gPi","slope","global","combined",0.257594936708861,0.001,11
10,"gPi","slope","global","combined",0.257594936708861,0.001,21
10,"gPi","slope","global","combined",0.257594936708861,0.001,25
10,"gPi","range","global","combined",0.708860759493671,0.001,1
10,"gPi","range","global","combined",0.708860759493671,0.001,11
10,"gPi","range","global","combined",0.708860759493671,0.001,21
10,"gPi","range","global","combined",0.708860759493671,0.001,25
10,"gPi","variance","global","combined",0.709493670886076,0.001,1
10,"gPi","variance","global","combined",0.709493670886076,0.001,11
10,"gPi","variance","global","combined",0.709493670886076,0.001,21
10,"gPi","variance","global","combined",0.709493670886076,0.001,25
10,"gPi","mean_lower","global","combined",-0.324683544303797,0.001,1
10,"gPi","mean_lower","global","combined",-0.324683544303797,0.001,11
10,"gPi","mean_lower","global","combined",-0.324683544303797,0.001,21
10,"gPi","mean_lower","global","combined",-0.324683544303797,0.001,25
10,"gPi","mean_upper","global","combined",-0.25253164556962,0.001,1
10,"gPi","mean_upper","global","combined",-0.25253164556962,0.001,11
10,"gPi","mean_upper","global","combined",-0.25253164556962,0.001,21
10,"gPi","mean_upper","global","combined",-0.25253164556962,0.001,25
10,"PPF","min","global","combined",-0.363291139240506,0.001,1
10,"PPF","min","global","combined",-0.363291139240506,0.001,11
10,"PPF","min","global","combined",-0.363291139240506,0.001,21
10,"PPF","min","global","combined",-0.363291139240506,0.001,25
10,"PPF","max","global","combined",-0.186708860759494,0.013,1
10,"PPF","max","global","combined",-0.186708860759494,0.013,11
10,"PPF","max","global","combined",-0.186708860759494,0.013,21
10,"PPF","max","global","combined",-0.186708860759494,0.013,25
10,"PPF","mean","global","combined",-0.269620253164557,0.003,1
10,"PPF","mean","global","combined",-0.269620253164557,0.003,11
10,"PPF","mean","global","combined",-0.269620253164557,0.003,21
10,"PPF","mean","global","combined",-0.269620253164557,0.003,25
10,"PPF","median","global","combined",-0.263924050632911,0.001,1
10,"PPF","median","global","combined",-0.263924050632911,0.001,11
10,"PPF","median","global","combined",-0.263924050632911,0.001,21
10,"PPF","median","global","combined",-0.263924050632911,0.001,25
10,"PPF","slope","global","combined",0.291139240506329,0.001,1
10,"PPF","slope","global","combined",0.291139240506329,0.001,11
10,"PPF","slope","global","combined",0.291139240506329,0.001,21
10,"PPF","slope","global","combined",0.291139240506329,0.001,25
10,"PPF","range","global","combined",0.715822784810127,0.001,1
10,"PPF","range","global","combined",0.715822784810127,0.001,11
10,"PPF","range","global","combined",0.715822784810127,0.001,21
10,"PPF","range","global","combined",0.715822784810127,0.001,25
10,"PPF","variance","global","combined",0.718987341772152,0.001,1
10,"PPF","variance","global","combined",0.718987341772152,0.001,11
10,"PPF","variance","global","combined",0.718987341772152,0.001,21
10,"PPF","variance","global","combined",0.718987341772152,0.001,25
10,"PPF","mean_lower","global","combined",-0.317721518987342,0.002,1
10,"PPF","mean_lower","global","combined",-0.317721518987342,0.002,11
10,"PPF","mean_lower","global","combined",-0.317721518987342,0.002,21
10,"PPF","mean_lower","global","combined",-0.317721518987342,0.002,25
10,"PPF","mean_upper","global","combined",-0.236708860759494,0.004,1
10,"PPF","mean_upper","global","combined",-0.236708860759494,0.004,11
10,"PPF","mean_upper","global","combined",-0.236708860759494,0.004,21
10,"PPF","mean_upper","global","combined",-0.236708860759494,0.004,25
10,"PPi","min","global","combined",-0.383544303797468,0.001,1
10,"PPi","min","global","combined",-0.383544303797468,0.001,11
10,"PPi","min","global","combined",-0.383544303797468,0.001,21
10,"PPi","min","global","combined",-0.383544303797468,0.001,25
10,"PPi","max","global","combined",-0.205696202531646,0.007,1
10,"PPi","max","global","combined",-0.205696202531646,0.007,11
10,"PPi","max","global","combined",-0.205696202531646,0.007,21
10,"PPi","max","global","combined",-0.205696202531646,0.007,25
10,"PPi","mean","global","combined",-0.291139240506329,0.001,1
10,"PPi","mean","global","combined",-0.291139240506329,0.001,11
10,"PPi","mean","global","combined",-0.291139240506329,0.001,21
10,"PPi","mean","global","combined",-0.291139240506329,0.001,25
10,"PPi","median","global","combined",-0.286708860759494,0.001,1
10,"PPi","median","global","combined",-0.286708860759494,0.001,11
10,"PPi","median","global","combined",-0.286708860759494,0.001,21
10,"PPi","median","global","combined",-0.286708860759494,0.001,25
10,"PPi","slope","global","combined",0.256962025316456,0.003,1
10,"PPi","slope","global","combined",0.256962025316456,0.003,11
10,"PPi","slope","global","combined",0.256962025316456,0.003,21
10,"PPi","slope","global","combined",0.256962025316456,0.003,25
10,"PPi","range","global","combined",0.704430379746835,0.001,1
10,"PPi","range","global","combined",0.704430379746835,0.001,11
10,"PPi","range","global","combined",0.704430379746835,0.001,21
10,"PPi","range","global","combined",0.704430379746835,0.001,25
10,"PPi","variance","global","combined",0.69873417721519,0.001,1
10,"PPi","variance","global","combined",0.69873417721519,0.001,11
10,"PPi","variance","global","combined",0.69873417721519,0.001,21
10,"PPi","variance","global","combined",0.69873417721519,0.001,25
10,"PPi","mean_lower","global","combined",-0.334177215189873,0.001,1
10,"PPi","mean_lower","global","combined",-0.334177215189873,0.001,11
10,"PPi","mean_lower","global","combined",-0.334177215189873,0.001,21
10,"PPi","mean_lower","global","combined",-0.334177215189873,0.001,25
10,"PPi","mean_upper","global","combined",-0.263291139240506,0.002,1
10,"PPi","mean_upper","global","combined",-0.263291139240506,0.002,11
10,"PPi","mean_upper","global","combined",-0.263291139240506,0.002,21
10,"PPi","mean_upper","global","combined",-0.263291139240506,0.002,25
10,"PImd","min","global","combined",-0.383544303797468,0.001,1
10,"PImd","min","global","combined",-0.383544303797468,0.001,11
10,"PImd","min","global","combined",-0.383544303797468,0.001,21
10,"PImd","min","global","combined",-0.383544303797468,0.001,25
10,"PImd","max","global","combined",-0.205696202531646,0.007,1
10,"PImd","max","global","combined",-0.205696202531646,0.007,11
10,"PImd","max","global","combined",-0.205696202531646,0.007,21
10,"PImd","max","global","combined",-0.205696202531646,0.007,25
10,"PImd","mean","global","combined",-0.291139240506329,0.001,1
10,"PImd","mean","global","combined",-0.291139240506329,0.001,11
10,"PImd","mean","global","combined",-0.291139240506329,0.001,21
10,"PImd","mean","global","combined",-0.291139240506329,0.001,25
10,"PImd","median","global","combined",-0.286708860759494,0.001,1
10,"PImd","median","global","combined",-0.286708860759494,0.001,11
10,"PImd","median","global","combined",-0.286708860759494,0.001,21
10,"PImd","median","global","combined",-0.286708860759494,0.001,25
10,"PImd","slope","global","combined",0.256962025316456,0.003,1
10,"PImd","slope","global","combined",0.256962025316456,0.003,11
10,"PImd","slope","global","combined",0.256962025316456,0.003,21
10,"PImd","slope","global","combined",0.256962025316456,0.003,25
10,"PImd","range","global","combined",0.704430379746835,0.001,1
10,"PImd","range","global","combined",0.704430379746835,0.001,11
10,"PImd","range","global","combined",0.704430379746835,0.001,21
10,"PImd","range","global","combined",0.704430379746835,0.001,25
10,"PImd","variance","global","combined",0.69873417721519,0.001,1
10,"PImd","variance","global","combined",0.69873417721519,0.001,11
10,"PImd","variance","global","combined",0.69873417721519,0.001,21
10,"PImd","variance","global","combined",0.69873417721519,0.001,25
10,"PImd","mean_lower","global","combined",-0.334177215189873,0.001,1
10,"PImd","mean_lower","global","combined",-0.334177215189873,0.001,11
10,"PImd","mean_lower","global","combined",-0.334177215189873,0.001,21
10,"PImd","mean_lower","global","combined",-0.334177215189873,0.001,25
10,"PImd","mean_upper","global","combined",-0.263291139240506,0.001,1
10,"PImd","mean_upper","global","combined",-0.263291139240506,0.001,11
10,"PImd","mean_upper","global","combined",-0.263291139240506,0.001,21
10,"PImd","mean_upper","global","combined",-0.263291139240506,0.001,25
10,"PILSM","min","global","combined",-0.383544303797468,0.001,1
10,"PILSM","min","global","combined",-0.383544303797468,0.001,11
10,"PILSM","min","global","combined",-0.383544303797468,0.001,21
10,"PILSM","min","global","combined",-0.383544303797468,0.001,25
10,"PILSM","max","global","combined",-0.205696202531646,0.004,1
10,"PILSM","max","global","combined",-0.205696202531646,0.004,11
10,"PILSM","max","global","combined",-0.205696202531646,0.004,21
10,"PILSM","max","global","combined",-0.205696202531646,0.004,25
10,"PILSM","mean","global","combined",-0.291139240506329,0.001,1
10,"PILSM","mean","global","combined",-0.291139240506329,0.001,11
10,"PILSM","mean","global","combined",-0.291139240506329,0.001,21
10,"PILSM","mean","global","combined",-0.291139240506329,0.001,25
10,"PILSM","median","global","combined",-0.286708860759494,0.001,1
10,"PILSM","median","global","combined",-0.286708860759494,0.001,11
10,"PILSM","median","global","combined",-0.286708860759494,0.001,21
10,"PILSM","median","global","combined",-0.286708860759494,0.001,25
10,"PILSM","slope","global","combined",0.256962025316456,0.001,1
10,"PILSM","slope","global","combined",0.256962025316456,0.001,11
10,"PILSM","slope","global","combined",0.256962025316456,0.001,21
10,"PILSM","slope","global","combined",0.256962025316456,0.001,25
10,"PILSM","range","global","combined",0.704430379746835,0.001,1
10,"PILSM","range","global","combined",0.704430379746835,0.001,11
10,"PILSM","range","global","combined",0.704430379746835,0.001,21
10,"PILSM","range","global","combined",0.704430379746835,0.001,25
10,"PILSM","variance","global","combined",0.69873417721519,0.001,1
10,"PILSM","variance","global","combined",0.69873417721519,0.001,11
10,"PILSM","variance","global","combined",0.69873417721519,0.001,21
10,"PILSM","variance","global","combined",0.69873417721519,0.001,25
10,"PILSM","mean_lower","global","combined",-0.334177215189873,0.001,1
10,"PILSM","mean_lower","global","combined",-0.334177215189873,0.001,11
10,"PILSM","mean_lower","global","combined",-0.334177215189873,0.001,21
10,"PILSM","mean_lower","global","combined",-0.334177215189873,0.001,25
10,"PILSM","mean_upper","global","combined",-0.263291139240506,0.001,1
10,"PILSM","mean_upper","global","combined",-0.263291139240506,0.001,11
10,"PILSM","mean_upper","global","combined",-0.263291139240506,0.001,21
10,"PILSM","mean_upper","global","combined",-0.263291139240506,0.001,25
10,"RTR","min","global","combined",-0.120253164556962,0.1,1
10,"RTR","min","global","combined",-0.120253164556962,0.1,11
10,"RTR","min","global","combined",-0.120253164556962,0.1,21
10,"RTR","min","global","combined",-0.120253164556962,0.1,25
10,"RTR","max","global","combined",-0.0170886075949367,0.814,1
10,"RTR","max","global","combined",-0.0170886075949367,0.814,11
10,"RTR","max","global","combined",-0.0170886075949367,0.814,21
10,"RTR","max","global","combined",-0.0170886075949367,0.814,25
10,"RTR","mean","global","combined",-0.0518987341772152,0.517,1
10,"RTR","mean","global","combined",-0.0518987341772152,0.517,11
10,"RTR","mean","global","combined",-0.0518987341772152,0.517,21
10,"RTR","mean","global","combined",-0.0518987341772152,0.517,25
10,"RTR","median","global","combined",-0.0322784810126582,0.678,1
10,"RTR","median","global","combined",-0.0322784810126582,0.678,11
10,"RTR","median","global","combined",-0.0322784810126582,0.678,21
10,"RTR","median","global","combined",-0.0322784810126582,0.678,25
10,"RTR","slope","global","combined",0.834177215189873,0.001,1
10,"RTR","slope","global","combined",0.834177215189873,0.001,11
10,"RTR","slope","global","combined",0.834177215189873,0.001,21
10,"RTR","slope","global","combined",0.834177215189873,0.001,25
10,"RTR","range","global","combined",0.341139240506329,0.001,1
10,"RTR","range","global","combined",0.341139240506329,0.001,11
10,"RTR","range","global","combined",0.341139240506329,0.001,21
10,"RTR","range","global","combined",0.341139240506329,0.001,25
10,"RTR","variance","global","combined",0.350632911392405,0.001,1
10,"RTR","variance","global","combined",0.350632911392405,0.001,11
10,"RTR","variance","global","combined",0.350632911392405,0.001,21
10,"RTR","variance","global","combined",0.350632911392405,0.001,25
10,"RTR","mean_lower","global","combined",-0.130379746835443,0.092,1
10,"RTR","mean_lower","global","combined",-0.130379746835443,0.092,11
10,"RTR","mean_lower","global","combined",-0.130379746835443,0.092,21
10,"RTR","mean_lower","global","combined",-0.130379746835443,0.092,25
10,"RTR","mean_upper","global","combined",0.0240506329113924,0.75,1
10,"RTR","mean_upper","global","combined",0.0240506329113924,0.75,11
10,"RTR","mean_upper","global","combined",0.0240506329113924,0.75,21
10,"RTR","mean_upper","global","combined",0.0240506329113924,0.75,25
10,"PIR","min","global","combined",-0.386708860759494,0.001,1
10,"PIR","min","global","combined",-0.386708860759494,0.001,11
10,"PIR","min","global","combined",-0.386708860759494,0.001,21
10,"PIR","min","global","combined",-0.386708860759494,0.001,25
10,"PIR","max","global","combined",-0.208860759493671,0.008,1
10,"PIR","max","global","combined",-0.208860759493671,0.008,11
10,"PIR","max","global","combined",-0.208860759493671,0.008,21
10,"PIR","max","global","combined",-0.208860759493671,0.008,25
10,"PIR","mean","global","combined",-0.294303797468354,0.001,1
10,"PIR","mean","global","combined",-0.294303797468354,0.001,11
10,"PIR","mean","global","combined",-0.294303797468354,0.001,21
10,"PIR","mean","global","combined",-0.294303797468354,0.001,25
10,"PIR","median","global","combined",-0.289873417721519,0.001,1
10,"PIR","median","global","combined",-0.289873417721519,0.001,11
10,"PIR","median","global","combined",-0.289873417721519,0.001,21
10,"PIR","median","global","combined",-0.289873417721519,0.001,25
10,"PIR","slope","global","combined",0.239873417721519,0.004,1
10,"PIR","slope","global","combined",0.239873417721519,0.004,11
10,"PIR","slope","global","combined",0.239873417721519,0.004,21
10,"PIR","slope","global","combined",0.239873417721519,0.004,25
10,"PIR","range","global","combined",0.69493670886076,0.001,1
10,"PIR","range","global","combined",0.69493670886076,0.001,11
10,"PIR","range","global","combined",0.69493670886076,0.001,21
10,"PIR","range","global","combined",0.69493670886076,0.001,25
10,"PIR","variance","global","combined",0.681645569620253,0.001,1
10,"PIR","variance","global","combined",0.681645569620253,0.001,11
10,"PIR","variance","global","combined",0.681645569620253,0.001,21
10,"PIR","variance","global","combined",0.681645569620253,0.001,25
10,"PIR","mean_lower","global","combined",-0.337341772151899,0.001,1
10,"PIR","mean_lower","global","combined",-0.337341772151899,0.001,11
10,"PIR","mean_lower","global","combined",-0.337341772151899,0.001,21
10,"PIR","mean_lower","global","combined",-0.337341772151899,0.001,25
10,"PIR","mean_upper","global","combined",-0.268987341772152,0.002,1
10,"PIR","mean_upper","global","combined",-0.268987341772152,0.002,11
10,"PIR","mean_upper","global","combined",-0.268987341772152,0.002,21
10,"PIR","mean_upper","global","combined",-0.268987341772152,0.002,25
10,"RDPI","min","global","combined",-0.376582278481013,0.001,1
10,"RDPI","min","global","combined",-0.376582278481013,0.001,11
10,"RDPI","min","global","combined",-0.376582278481013,0.001,21
10,"RDPI","min","global","combined",-0.376582278481013,0.001,25
10,"RDPI","max","global","combined",-0.19873417721519,0.008,1
10,"RDPI","max","global","combined",-0.19873417721519,0.008,11
10,"RDPI","max","global","combined",-0.19873417721519,0.008,21
10,"RDPI","max","global","combined",-0.19873417721519,0.008,25
10,"RDPI","mean","global","combined",-0.284177215189873,0.001,1
10,"RDPI","mean","global","combined",-0.284177215189873,0.001,11
10,"RDPI","mean","global","combined",-0.284177215189873,0.001,21
10,"RDPI","mean","global","combined",-0.284177215189873,0.001,25
10,"RDPI","median","global","combined",-0.279746835443038,0.001,1
10,"RDPI","median","global","combined",-0.279746835443038,0.001,11
10,"RDPI","median","global","combined",-0.279746835443038,0.001,21
10,"RDPI","median","global","combined",-0.279746835443038,0.001,25
10,"RDPI","slope","global","combined",0.261392405063291,0.001,1
10,"RDPI","slope","global","combined",0.261392405063291,0.001,11
10,"RDPI","slope","global","combined",0.261392405063291,0.001,21
10,"RDPI","slope","global","combined",0.261392405063291,0.001,25
10,"RDPI","range","global","combined",0.710126582278481,0.001,1
10,"RDPI","range","global","combined",0.710126582278481,0.001,11
10,"RDPI","range","global","combined",0.710126582278481,0.001,21
10,"RDPI","range","global","combined",0.710126582278481,0.001,25
10,"RDPI","variance","global","combined",0.706962025316456,0.001,1
10,"RDPI","variance","global","combined",0.706962025316456,0.001,11
10,"RDPI","variance","global","combined",0.706962025316456,0.001,21
10,"RDPI","variance","global","combined",0.706962025316456,0.001,25
10,"RDPI","mean_lower","global","combined",-0.327215189873418,0.001,1
10,"RDPI","mean_lower","global","combined",-0.327215189873418,0.001,11
10,"RDPI","mean_lower","global","combined",-0.327215189873418,0.001,21
10,"RDPI","mean_lower","global","combined",-0.327215189873418,0.001,25
10,"RDPI","mean_upper","global","combined",-0.255063291139241,0.002,1
10,"RDPI","mean_upper","global","combined",-0.255063291139241,0.002,11
